SerialNumber,ProductName,Product,RepClass,Product Class,INTERFACE
23985,SM-T300I-DB50 UK,SM-T300I-DB50,MOBILE,MOBILE,Bluetooth
23987,SM-S223-DB40 NT3,SM-S223-DB40,MOBILE,MOBILE,Bluetooth
23988,SM-T404I-DB50 UK,SM-T404I-DB50,MOBILE,MOBILE,Bluetooth
23989,SM-T404I-DB50 UK,SM-T404I-DB50,MOBILE,MOBILE,Bluetooth
23990,SM-S201-DB39 HK,SM-S201-DB39,MOBILE,MOBILE,Bluetooth
23991,SM-T301I-DB50 HK,SM-T301I-DB50,MOBILE,MOBILE,Bluetooth
23992,SM-S401-DB38 HK,SM-S401-DB38,MOBILE,MOBILE,Bluetooth
23993,SM-T301-DB50 HK,SM-T301-DB50,MOBILE,MOBILE,Bluetooth
23994,SM-T301-DW50 HK,SM-T301-DW50,MOBILE,MOBILE,Bluetooth
23997,SM-S220I-DB40 HK,SM-S220I-DB40,MOBILE,MOBILE,Bluetooth
23998,SM-T404I-DB50 HK,SM-T404I-DB50,MOBILE,MOBILE,Bluetooth
23999,SM-T404I-DB50 HK,SM-T404I-DB50,MOBILE,MOBILE,Bluetooth
24000,NLA PDN DP8340FM W/O PWR,DP8340FM,DP8340(x),IMPACT,No Interface
24001,TSP143IIU GRY　,TSP143IIU,TSP100,THERMAL,USB
24002,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24003,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24004,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24005,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24006,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24007,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24008,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24009,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24010,TSP143IIU　US,TSP143IIU,TSP100,THERMAL,USB
24011,TSP143IIU GRY US,TSP143IIU,TSP100,THERMAL,USB
24012,NLA PDN TSP143IIU WHT US,TSP143IIU,TSP100,THERMAL,USB
24013,MG-S322 USCA,MG-S322CA,SCALE,SCALE,"USB, Serial, Bluetooth"
24014,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24015,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24016,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24017,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24018,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24019,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24020,TSP143IIU　CH,TSP143IIU,TSP100,THERMAL,USB
24021,TSP143IIU　GRY　CH,TSP143IIU,TSP100,THERMAL,USB
24022,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24023,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24024,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24025,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24026,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24027,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24028,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24029,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24030,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24031,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24032,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24033,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24034,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24035,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24036,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24037,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24038,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24039,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24040,TSP143IIU　JP,TSP143IIU,TSP100,THERMAL,USB
24041,TSP143IIU　GRY　JP,TSP143IIU,TSP100,THERMAL,USB
24042,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24043,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24044,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24045,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24046,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24047,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24048,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24049,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24050,TSP143IIU GRY BR,TSP143IIU BR,TSP100,THERMAL,USB
24051,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24052,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24053,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24054,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24055,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24056,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24057,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24058,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24059,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24060,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24061,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24062,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24063,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24064,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24065,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24066,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24067,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24068,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24069,TSP100II,TSP143IIU,TSP100,THERMAL,USB
24070,TSP143IIU　EU,TSP143IIU,TSP100,THERMAL,USB
24071,TSP143IIU　GRY　EU,TSP143IIU,TSP100,THERMAL,USB
24072,TSP143IIU　UK,TSP143IIU,TSP100,THERMAL,USB
24073,TSP143IIU　GRY　UK,TSP143IIU,TSP100,THERMAL,USB
24074,TSP143IIU　AS,TSP143IIU,TSP100,THERMAL,USB
24075,TSP143IIU　GRY　AS,TSP143IIU,TSP100,THERMAL,USB
24076,TSP143IIU　GRY　SWE,TSP143IIU,TSP100,THERMAL,USB
24077,TSP100II,TSP100II,TSP100,THERMAL,USB
24078,TSP100II,TSP100II,TSP100,THERMAL,USB
24079,TSP100II,TSP100II,TSP100,THERMAL,USB
24080,TSP100II,TSP100II,TSP100,THERMAL,USB
24081,TSP100II,TSP100II,TSP100,THERMAL,USB
24082,TSP100II,TSP100II,TSP100,THERMAL,USB
24083,TSP100II,TSP100II,TSP100,THERMAL,USB
24084,TSP100II,TSP100II,TSP100,THERMAL,USB
24085,TSP100II,TSP100II,TSP100,THERMAL,USB
24086,TSP100II,TSP100II,TSP100,THERMAL,USB
24087,TSP100II,TSP100II,TSP100,THERMAL,USB
24088,TSP100II,TSP100II,TSP100,THERMAL,USB
24089,TSP100II,TSP100II,TSP100,THERMAL,USB
24090,TSP143IIU　GRY　ITU,TSP143IIU,TSP100,THERMAL,USB
24091,NLA DNS TSP143IIU GRY US,DNS TSP143IIU,TSP100,THERMAL,USB
24092,TSP100II,TSP100II,TSP100,THERMAL,USB
24093,TSP100II,TSP100II,TSP100,THERMAL,USB
24094,TSP100II,TSP100II,TSP100,THERMAL,USB
24095,TSP100II,TSP100II,TSP100,THERMAL,USB
24096,TSP100II,TSP100II,TSP100,THERMAL,USB
24097,TSP100II,TSP100II,TSP100,THERMAL,USB
24098,TSP100II,TSP100II,TSP100,THERMAL,USB
24099,TSP100II,TSP100II,TSP100,THERMAL,USB
24100,TCP300IIZ-F1,P300IIZ,TC(x),THERMAL,Parallel
24101,TCP300IIZUN-F1,P300IIZUN,TC(x),THERMAL,Parallel
24102,TCP310IIZ-F1,P310IIZ,TC(x),THERMAL,Parallel
24103,TCP310IIZUN-F1,P310IIZUN,TC(x),THERMAL,Parallel
24104,TCP300IIVD-F1,P300IIVD,TC(x),THERMAL,Serial
24105,TCP310IIVD-F1,P310IIVD,TC(x),THERMAL,Serial
24106,TCP300IIZU/N-F1,P300IIZU/N,TC(x),THERMAL,Parallel
24107,TCP310IIZU/N-F1,P310IIZU/N,TC(x),THERMAL,Parallel
24111,TCP300IIZUN-F1   GRY,P300IIZUN,TC(x),THERMAL,Parallel
24112,TCP310IIZ-F1  GRY,P310IIZ,TC(x),THERMAL,Parallel
24113,TCP310IIZUN-F1   GRY,P310IIZUN,TC(x),THERMAL,Parallel
24116,TCP300IIZU/N-F1   GRY,P300IIZU/N,TC(x),THERMAL,Parallel
24117,TCP310IIZU/N-F1   GRY,P310IIZU/N,TC(x),THERMAL,Parallel
24120,TCP300IIZ-F2,P300IIZ,TC(x),THERMAL,Parallel
24121,TCP300IIZUN-F2,P300IIZUN,TC(x),THERMAL,Parallel
24122,TCP310IIZ-F2,P310IIZ,TC(x),THERMAL,Parallel
24123,TCP310IIZUN-F2,P310IIZUN,TC(x),THERMAL,Parallel
24130,TCP300IIZ-F2  GRY,P300IIZ,TC(x),THERMAL,Parallel
24131,TCP300IIZUN-F2   GRY,P300IIZUN,TC(x),THERMAL,Parallel
24132,TCP310IIZ-F2  GRY,P310IIZ,TC(x),THERMAL,Parallel
24133,TCP310IIZUN-F2   GRY,P310IIZUN,TC(x),THERMAL,Parallel
24140,TCP300IIVD JP,P300IIVD,TC(x),THERMAL,Serial
24141,TCP310IIVD JP,P310IIVD,TC(x),THERMAL,Serial
24151,TCP310IIVD HK,P310IIVD,TC(x),THERMAL,Serial
24154,TCP310IIZUN    HK,P310IIZUN   ,TC(x),THERMAL,Parallel
24155,TCP310IIZUN   GRY HK,P310IIZUN ,TC(x),THERMAL,Parallel
24164,TCP310IIZUN    CH,P310IIZUN   ,TC(x),THERMAL,Parallel
24165,TCP310IIZUN   GRY CH,P310IIZUN ,TC(x),THERMAL,Parallel
24166,TCP310IIZU/N    CH,P310IIZU/N   ,TC(x),THERMAL,Parallel
24167,TCP310IIZU/N   GRY CH,P310IIZU/N ,TC(x),THERMAL,Parallel
24180,TCP300IIZUN-F1   ARX,P300IIZUN,TC(x),THERMAL,Parallel
24181,TCP310IIZD-J1    KEI,P310IIZD,TC(x),THERMAL,Serial
24182,TCP310IIZD-J1    ID7,P310IIZD,TC(x),THERMAL,Serial
24183,TCP310IIZD-J1    IDA,P310IIZD,TC(x),THERMAL,Serial
24184,TCP300IIZUN-F1   SOF,P300IIZUN,TC(x),THERMAL,Parallel
24185,TCP300IIZUN-F1   CSP,P300IIZUN,TC(x),THERMAL,Parallel
24186,TCP310IIZUN-J1   ID7,P310IIZUN,TC(x),THERMAL,Parallel
24187,TCP300IIZUN-F1   FUT,P300IIZUN,TC(x),THERMAL,Parallel
24190,TCP300IIZU/N-F1   ARX,P300IIZU/N,TC(x),THERMAL,Parallel
24191,TCP310IIZD-J1    KEI,P310IIZD,TC(x),THERMAL,Serial
24194,TCP300IIZU/N   SOF,P300IIZU/N,TC(x),THERMAL,Parallel
24196,TCP310IIZU/N-J1   ID7,P310IIZU/N,TC(x),THERMAL,Parallel
24197,TCP300IIZU/N-F1   FUT,P300IIZU/N,TC(x),THERMAL,Parallel
24200,TCP400Z-F1,P400Z,TC(x),THERMAL,No Interface
24201,TCP400ZUN-F1,P400ZUN,TC(x),THERMAL,No Interface
24202,TCP410Z-F1,P410Z,TC(x),THERMAL,No Interface
24203,TCP410ZUN-F1,P410ZUN,TC(x),THERMAL,No Interface
24204,TCP400,P400,TC(x),THERMAL,No Interface
24205,TCP400,P400,TC(x),THERMAL,No Interface
24206,TCP400ZU/N-F1,P400ZU/N,TC(x),THERMAL,No Interface
24207,TCP410ZU/N-F1,P410ZU/N,TC(x),THERMAL,No Interface
24208,TCP400,P400,TC(x),THERMAL,No Interface
24209,TCP400,P400,TC(x),THERMAL,No Interface
24210,TCP400Z-F1    GRY,P400Z,TC(x),THERMAL,No Interface
24211,TCP400ZUN-F1  GRY,P400ZUN,TC(x),THERMAL,No Interface
24212,TCP410Z-F1    GRY,P410Z,TC(x),THERMAL,No Interface
24213,TCP410ZUN-F1  GRY,P410ZUN,TC(x),THERMAL,No Interface
24214,TCP490Z-F1    GRY,P490Z,TC(x),THERMAL,No Interface
24215,TCP490ZUN-F1  GRY,P490ZUN,TC(x),THERMAL,No Interface
24216,TCP400ZU/N-F1  GRY,P400ZU/N,TC(x),THERMAL,No Interface
24217,TCP410ZU/N-F1  GRY,P410ZU/N,TC(x),THERMAL,No Interface
24218,TCP400,P400,TC(x),THERMAL,No Interface
24219,TCP400,P400,TC(x),THERMAL,No Interface
24220,TCP400,P400,TC(x),THERMAL,No Interface
24221,TCP400,P400,TC(x),THERMAL,No Interface
24222,TCP410Z-F2,P410Z,TC(x),THERMAL,No Interface
24223,TCP410ZUN-F2,P410ZUN,TC(x),THERMAL,No Interface
24224,TCP400,P400,TC(x),THERMAL,No Interface
24225,TCP400,P400,TC(x),THERMAL,No Interface
24226,TCP400,P400,TC(x),THERMAL,No Interface
24227,TCP400,P400,TC(x),THERMAL,No Interface
24228,TCP400,P400,TC(x),THERMAL,No Interface
24229,TCP400,P400,TC(x),THERMAL,No Interface
24230,TCP400,P400,TC(x),THERMAL,No Interface
24231,TCP400,P400,TC(x),THERMAL,No Interface
24232,TCP410Z-F2    GRY,P410Z,TC(x),THERMAL,No Interface
24233,TCP410ZUN-F2  GRY,P410ZUN,TC(x),THERMAL,No Interface
24234,TCP400,P400,TC(x),THERMAL,No Interface
24235,TCP400,P400,TC(x),THERMAL,No Interface
24236,TCP400,P400,TC(x),THERMAL,No Interface
24237,TCP400,P400,TC(x),THERMAL,No Interface
24238,TCP400,P400,TC(x),THERMAL,No Interface
24239,TCP400,P400,TC(x),THERMAL,No Interface
24240,TCP400,P400,TC(x),THERMAL,No Interface
24241,TCP400,P400,TC(x),THERMAL,No Interface
24242,TCP400,P400,TC(x),THERMAL,No Interface
24243,TCP400,P400,TC(x),THERMAL,No Interface
24244,TCP400,P400,TC(x),THERMAL,No Interface
24245,TCP400,P400,TC(x),THERMAL,No Interface
24246,TCP400,P400,TC(x),THERMAL,No Interface
24247,TCP400,P400,TC(x),THERMAL,No Interface
24248,TCP400,P400,TC(x),THERMAL,No Interface
24249,TCP400,P400,TC(x),THERMAL,No Interface
24250,TCP490ZUN-F3  GRY,P490ZUN,TC(x),THERMAL,No Interface
24251,TCP400,P400,TC(x),THERMAL,No Interface
24252,TCP400,P400,TC(x),THERMAL,No Interface
24253,TCP400,P400,TC(x),THERMAL,No Interface
24254,TCP400,P400,TC(x),THERMAL,No Interface
24255,TCP400,P400,TC(x),THERMAL,No Interface
24256,TCP400,P400,TC(x),THERMAL,No Interface
24257,TCP400,P400,TC(x),THERMAL,No Interface
24258,TCP400,P400,TC(x),THERMAL,No Interface
24259,TCP400,P400,TC(x),THERMAL,No Interface
24260,TCP400,P400,TC(x),THERMAL,No Interface
24261,TCP400,P400,TC(x),THERMAL,No Interface
24262,TCP410ZUN   CH,P410ZUN  ,TC(x),THERMAL,No Interface
24263,TCP410ZUN  GRY CH,P410ZUN,TC(x),THERMAL,No Interface
24264,TCP490ZUN   CH,P490ZUN  ,TC(x),THERMAL,No Interface
24265,TCP490ZUN  GRY CH,P490ZUN,TC(x),THERMAL,No Interface
24266,TCP410ZU/N   CH,P410ZU/N  ,TC(x),THERMAL,No Interface
24267,TCP410ZU/N  GRY CH,P410ZU/N,TC(x),THERMAL,No Interface
24268,TCP490ZU/N   CH,P490ZU/N  ,TC(x),THERMAL,No Interface
24269,TCP490ZU/N  GRY CH,P490ZU/N,TC(x),THERMAL,No Interface
24270,TCP400,P400,TC(x),THERMAL,No Interface
24271,TCP400,P400,TC(x),THERMAL,No Interface
24272,TCP410ZUN   HK,P410ZUN  ,TC(x),THERMAL,No Interface
24273,TCP410ZUN  GRY HK,P410ZUN,TC(x),THERMAL,No Interface
24274,TCP400,P400,TC(x),THERMAL,No Interface
24275,TCP400,P400,TC(x),THERMAL,No Interface
24276,TCP400,P400,TC(x),THERMAL,No Interface
24277,TCP400,P400,TC(x),THERMAL,No Interface
24278,TCP400,P400,TC(x),THERMAL,No Interface
24279,TCP400,P400,TC(x),THERMAL,No Interface
24280,TCP400ZUN-F1  ARX,P400ZUN,TC(x),THERMAL,No Interface
24281,TCP400,P400,TC(x),THERMAL,No Interface
24282,TCP400,P400,TC(x),THERMAL,No Interface
24283,TCP400,P400,TC(x),THERMAL,No Interface
24284,TCP400,P400,TC(x),THERMAL,No Interface
24285,TCP400,P400,TC(x),THERMAL,No Interface
24286,TCP400ZU/N-F1  ARX,P400ZU/N,TC(x),THERMAL,No Interface
24287,TCP400,P400,TC(x),THERMAL,No Interface
24288,TCP400,P400,TC(x),THERMAL,No Interface
24289,TCP400,P400,TC(x),THERMAL,No Interface
24290,TCP400,P400,TC(x),THERMAL,No Interface
24291,TCP400,P400,TC(x),THERMAL,No Interface
24292,TCP400,P400,TC(x),THERMAL,No Interface
24293,TCP400,P400,TC(x),THERMAL,No Interface
24294,TCP400,P400,TC(x),THERMAL,No Interface
24295,TCP400,P400,TC(x),THERMAL,No Interface
24296,TCP400,P400,TC(x),THERMAL,No Interface
24297,TCP400,P400,TC(x),THERMAL,No Interface
24298,TCP400,P400,TC(x),THERMAL,No Interface
24299,TCP400,P400,TC(x),THERMAL,No Interface
24300,BSC10UD-24,BSC10UD,BSC10,THERMAL,USB/Parallel
24301,BSC10UD-24 GRY US,BSC10UD,BSC10,THERMAL,USB/Parallel
24302,BSC10UC-24,BSC10UC,BSC10,THERMAL,USB/Parallel
24303,NLA PDN BSC10UC-24 GRY US,BSC10UC,BSC10,THERMAL,USB/Parallel
24304,BSC10E-24,BSC10E,BSC10,THERMAL,Ethernet
24305,NLA 39465910 BSC10E,BSC10E,BSC10,THERMAL,Ethernet
24306,BSC10,BSC10,BSC10,THERMAL,USB
24307,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24308,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24309,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24310,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24311,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24312,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24313,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24314,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24315,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24316,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24317,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24318,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24319,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24320,TSP043UD-24    CH,TSP043UD  ,TSP(x),THERMAL,Serial
24321,TSP043UD-24   GRY CH,TSP043UD,TSP(x),THERMAL,Serial
24322,TSP043UC-24    CH,TSP043UC  ,TSP(x),THERMAL,Parallel
24323,TSP043UC-24   GRY CH,TSP043UC,TSP(x),THERMAL,Parallel
24324,TSP043UD-24B1N    CH,TSP043UDB1N   ,TSP(x),THERMAL,Serial
24325,TSP043UD-24B1N GRYCH,TSP043UDB1NYCH,TSP(x),THERMAL,Serial
24326,TSP043UC-24B1N    CH,TSP043UCB1N   ,TSP(x),THERMAL,Parallel
24327,TSP043UC-24B1N GRYCH,TSP043UCB1NYCH,TSP(x),THERMAL,Parallel
24328,TSP043E-24  CH,TSP043E,TSP(x),THERMAL,Ethernet
24329,TSP043E-24    GRY CH,TSP043E ,TSP(x),THERMAL,Ethernet
24330,BSC10UD-24  CH,BSC10UD,BSC10,THERMAL,USB/Parallel
24331,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24332,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24333,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24334,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24335,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24336,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24337,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24338,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24339,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24340,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24341,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24342,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24343,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24344,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24345,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24346,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24347,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24348,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24349,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24350,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24351,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24352,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24353,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24354,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24355,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24356,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24357,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24358,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24359,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24360,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24361,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24362,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24363,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24364,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24365,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24366,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24367,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24368,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24369,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24370,BSC10UN-24    GRY KD,BSC10UN,BSC10,THERMAL,USB/Parallel
24371,BSC10UC-24    GRY KD,BSC10UC,BSC10,THERMAL,USB/Parallel
24372,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24373,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24374,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24375,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24376,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24377,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24378,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24379,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24380,BSC10UD-24   GRY ALS,BSC10UD,BSC10,THERMAL,USB/Parallel
24381,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24382,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24383,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24384,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24385,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24386,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24387,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24388,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24389,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24390,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24391,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24392,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24393,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24394,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24395,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24396,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24397,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24398,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24399,BSC10,BSC10,BSC10,THERMAL,USB. Serial
24400,NLA TSP-L10UE-24 GRY,TSP-L10UE,TSP(x),THERMAL,"USB, Ethernet"
24401,NLA TSP-L11UE-24 GRY,TSP-L11UE,TSP(x),THERMAL,"USB, Ethernet"
24402,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24403,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24404,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24405,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24406,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24407,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24408,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24409,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24410,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24411,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24412,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24413,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24414,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24415,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24416,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24417,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24418,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24419,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24420,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24421,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24422,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24423,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24424,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24425,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24426,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24427,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24428,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24429,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24430,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24431,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24432,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24433,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24434,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24435,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24436,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24437,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24438,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24439,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24440,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24441,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24442,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24443,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24444,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24445,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24446,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24447,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24448,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24449,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24450,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24451,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24452,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
24453,TSP-L10,TSP-L10,TSP(x),THERMAL,Ethernet
